Repeticao,Tamanho,Tipo_Vetor,Algoritmo,Tempo
4,220000,Aleatorio,MergeSort,0.075000
4,220000,Aleatorio,QuickSort,0.044000
4,220000,Aleatorio,HeapSort,0.060000
5,220000,Aleatorio,MergeSort,0.074000
5,220000,Aleatorio,QuickSort,0.041000
5,220000,Aleatorio,HeapSort,0.057000
6,220000,Aleatorio,MergeSort,0.068000
6,220000,Aleatorio,QuickSort,0.037000
6,220000,Aleatorio,HeapSort,0.051000
7,220000,Aleatorio,MergeSort,0.065000
7,220000,Aleatorio,QuickSort,0.035000
7,220000,Aleatorio,HeapSort,0.050000
8,220000,Aleatorio,MergeSort,0.065000
8,220000,Aleatorio,QuickSort,0.036000
8,220000,Aleatorio,HeapSort,0.051000
9,220000,Aleatorio,MergeSort,0.064000
9,220000,Aleatorio,QuickSort,0.035000
9,220000,Aleatorio,HeapSort,0.050000
10,220000,Aleatorio,MergeSort,0.067000
10,220000,Aleatorio,QuickSort,0.037000
10,220000,Aleatorio,HeapSort,0.101000
1,220000,Crescente,MergeSort,0.062000
1,220000,Crescente,QuickSort,0.030000
1,220000,Crescente,HeapSort,0.042000
2,220000,Crescente,MergeSort,0.057000
2,220000,Crescente,QuickSort,0.025000
2,220000,Crescente,HeapSort,0.042000
3,220000,Crescente,MergeSort,0.053000
3,220000,Crescente,QuickSort,0.025000
3,220000,Crescente,HeapSort,0.041000
4,220000,Crescente,MergeSort,0.052000
4,220000,Crescente,QuickSort,0.025000
4,220000,Crescente,HeapSort,0.039000
5,220000,Crescente,MergeSort,0.048000
5,220000,Crescente,QuickSort,0.022000
5,220000,Crescente,HeapSort,0.041000
6,220000,Crescente,MergeSort,0.047000
6,220000,Crescente,QuickSort,0.023000
6,220000,Crescente,HeapSort,0.037000
7,220000,Crescente,MergeSort,0.046000
7,220000,Crescente,QuickSort,0.023000
7,220000,Crescente,HeapSort,0.037000
8,220000,Crescente,MergeSort,0.047000
8,220000,Crescente,QuickSort,0.021000
8,220000,Crescente,HeapSort,0.036000
9,220000,Crescente,MergeSort,0.060000
9,220000,Crescente,QuickSort,0.026000
9,220000,Crescente,HeapSort,0.041000
10,220000,Crescente,MergeSort,0.054000
10,220000,Crescente,QuickSort,0.024000
10,220000,Crescente,HeapSort,0.040000
1,220000,Decrescente,MergeSort,0.052000
1,220000,Decrescente,QuickSort,0.031000
1,220000,Decrescente,HeapSort,0.041000
2,220000,Decrescente,MergeSort,0.055000
2,220000,Decrescente,QuickSort,0.031000
2,220000,Decrescente,HeapSort,0.039000
3,220000,Decrescente,MergeSort,0.050000
3,220000,Decrescente,QuickSort,0.027000
3,220000,Decrescente,HeapSort,0.037000
4,220000,Decrescente,MergeSort,0.048000
4,220000,Decrescente,QuickSort,0.028000
4,220000,Decrescente,HeapSort,0.036000
5,220000,Decrescente,MergeSort,0.048000
5,220000,Decrescente,QuickSort,0.028000
5,220000,Decrescente,HeapSort,0.037000
6,220000,Decrescente,MergeSort,0.048000
6,220000,Decrescente,QuickSort,0.027000
6,220000,Decrescente,HeapSort,0.038000
7,220000,Decrescente,MergeSort,0.048000
7,220000,Decrescente,QuickSort,0.028000
7,220000,Decrescente,HeapSort,0.036000
8,220000,Decrescente,MergeSort,0.046000
8,220000,Decrescente,QuickSort,0.025000
8,220000,Decrescente,HeapSort,0.038000
9,220000,Decrescente,MergeSort,0.070000
9,220000,Decrescente,QuickSort,0.035000
9,220000,Decrescente,HeapSort,0.043000
10,220000,Decrescente,MergeSort,0.059000
10,220000,Decrescente,QuickSort,0.028000
10,220000,Decrescente,HeapSort,0.040000
1,230000,Aleatorio,MergeSort,0.073000
1,230000,Aleatorio,QuickSort,0.039000
1,230000,Aleatorio,HeapSort,0.055000
2,230000,Aleatorio,MergeSort,0.070000
2,230000,Aleatorio,QuickSort,0.036000
2,230000,Aleatorio,HeapSort,0.053000
3,230000,Aleatorio,MergeSort,0.068000
3,230000,Aleatorio,QuickSort,0.036000
3,230000,Aleatorio,HeapSort,0.054000
4,230000,Aleatorio,MergeSort,0.068000
4,230000,Aleatorio,QuickSort,0.037000
4,230000,Aleatorio,HeapSort,0.054000
5,230000,Aleatorio,MergeSort,0.094000
5,230000,Aleatorio,QuickSort,0.046000
5,230000,Aleatorio,HeapSort,0.074000
6,230000,Aleatorio,MergeSort,0.077000
6,230000,Aleatorio,QuickSort,0.041000
6,230000,Aleatorio,HeapSort,0.058000
7,230000,Aleatorio,MergeSort,0.068000
7,230000,Aleatorio,QuickSort,0.037000
7,230000,Aleatorio,HeapSort,0.053000
8,230000,Aleatorio,MergeSort,0.069000
8,230000,Aleatorio,QuickSort,0.040000
8,230000,Aleatorio,HeapSort,0.053000
9,230000,Aleatorio,MergeSort,0.067000
9,230000,Aleatorio,QuickSort,0.037000
9,230000,Aleatorio,HeapSort,0.052000
10,230000,Aleatorio,MergeSort,0.068000
10,230000,Aleatorio,QuickSort,0.037000
10,230000,Aleatorio,HeapSort,0.053000
1,230000,Crescente,MergeSort,0.050000
1,230000,Crescente,QuickSort,0.023000
1,230000,Crescente,HeapSort,0.040000
2,230000,Crescente,MergeSort,0.055000
2,230000,Crescente,QuickSort,0.025000
2,230000,Crescente,HeapSort,0.051000
3,230000,Crescente,MergeSort,0.063000
3,230000,Crescente,QuickSort,0.025000
3,230000,Crescente,HeapSort,0.043000
4,230000,Crescente,MergeSort,0.055000
4,230000,Crescente,QuickSort,0.029000
4,230000,Crescente,HeapSort,0.047000
5,230000,Crescente,MergeSort,0.049000
5,230000,Crescente,QuickSort,0.023000
5,230000,Crescente,HeapSort,0.039000
6,230000,Crescente,MergeSort,0.050000
6,230000,Crescente,QuickSort,0.024000
6,230000,Crescente,HeapSort,0.040000
7,230000,Crescente,MergeSort,0.049000
7,230000,Crescente,QuickSort,0.023000
7,230000,Crescente,HeapSort,0.038000
8,230000,Crescente,MergeSort,0.049000
8,230000,Crescente,QuickSort,0.023000
8,230000,Crescente,HeapSort,0.040000
9,230000,Crescente,MergeSort,0.049000
9,230000,Crescente,QuickSort,0.023000
9,230000,Crescente,HeapSort,0.039000
10,230000,Crescente,MergeSort,0.052000
10,230000,Crescente,QuickSort,0.028000
10,230000,Crescente,HeapSort,0.050000
1,230000,Decrescente,MergeSort,0.061000
1,230000,Decrescente,QuickSort,0.030000
1,230000,Decrescente,HeapSort,0.038000
2,230000,Decrescente,MergeSort,0.051000
2,230000,Decrescente,QuickSort,0.028000
2,230000,Decrescente,HeapSort,0.040000
3,230000,Decrescente,MergeSort,0.053000
3,230000,Decrescente,QuickSort,0.030000
3,230000,Decrescente,HeapSort,0.039000
4,230000,Decrescente,MergeSort,0.052000
4,230000,Decrescente,QuickSort,0.031000
4,230000,Decrescente,HeapSort,0.039000
5,230000,Decrescente,MergeSort,0.053000
5,230000,Decrescente,QuickSort,0.027000
5,230000,Decrescente,HeapSort,0.040000
6,230000,Decrescente,MergeSort,0.050000
6,230000,Decrescente,QuickSort,0.028000
6,230000,Decrescente,HeapSort,0.038000
7,230000,Decrescente,MergeSort,0.049000
7,230000,Decrescente,QuickSort,0.029000
7,230000,Decrescente,HeapSort,0.037000
8,230000,Decrescente,MergeSort,0.051000
8,230000,Decrescente,QuickSort,0.029000
8,230000,Decrescente,HeapSort,0.038000
9,230000,Decrescente,MergeSort,0.049000
9,230000,Decrescente,QuickSort,0.032000
9,230000,Decrescente,HeapSort,0.040000
10,230000,Decrescente,MergeSort,0.063000
10,230000,Decrescente,QuickSort,0.038000
10,230000,Decrescente,HeapSort,0.055000
1,240000,Aleatorio,MergeSort,0.091000
1,240000,Aleatorio,QuickSort,0.042000
1,240000,Aleatorio,HeapSort,0.071000
2,240000,Aleatorio,MergeSort,0.077000
2,240000,Aleatorio,QuickSort,0.041000
2,240000,Aleatorio,HeapSort,0.057000
3,240000,Aleatorio,MergeSort,0.074000
3,240000,Aleatorio,QuickSort,0.039000
3,240000,Aleatorio,HeapSort,0.056000
4,240000,Aleatorio,MergeSort,0.074000
4,240000,Aleatorio,QuickSort,0.040000
4,240000,Aleatorio,HeapSort,0.058000
5,240000,Aleatorio,MergeSort,0.090000
5,240000,Aleatorio,QuickSort,0.047000
5,240000,Aleatorio,HeapSort,0.067000
6,240000,Aleatorio,MergeSort,0.081000
6,240000,Aleatorio,QuickSort,0.047000
6,240000,Aleatorio,HeapSort,0.060000
7,240000,Aleatorio,MergeSort,0.074000
7,240000,Aleatorio,QuickSort,0.041000
7,240000,Aleatorio,HeapSort,0.056000
8,240000,Aleatorio,MergeSort,0.070000
8,240000,Aleatorio,QuickSort,0.039000
8,240000,Aleatorio,HeapSort,0.055000
9,240000,Aleatorio,MergeSort,0.070000
9,240000,Aleatorio,QuickSort,0.039000
9,240000,Aleatorio,HeapSort,0.056000
10,240000,Aleatorio,MergeSort,0.071000
10,240000,Aleatorio,QuickSort,0.039000
10,240000,Aleatorio,HeapSort,0.055000
1,240000,Crescente,MergeSort,0.051000
1,240000,Crescente,QuickSort,0.025000
1,240000,Crescente,HeapSort,0.042000
2,240000,Crescente,MergeSort,0.054000
2,240000,Crescente,QuickSort,0.027000
2,240000,Crescente,HeapSort,0.052000
3,240000,Crescente,MergeSort,0.063000
3,240000,Crescente,QuickSort,0.027000
3,240000,Crescente,HeapSort,0.045000
4,240000,Crescente,MergeSort,0.058000
4,240000,Crescente,QuickSort,0.030000
4,240000,Crescente,HeapSort,0.042000
5,240000,Crescente,MergeSort,0.052000
5,240000,Crescente,QuickSort,0.026000
5,240000,Crescente,HeapSort,0.041000
6,240000,Crescente,MergeSort,0.052000
6,240000,Crescente,QuickSort,0.026000
6,240000,Crescente,HeapSort,0.041000
7,240000,Crescente,MergeSort,0.052000
7,240000,Crescente,QuickSort,0.024000
7,240000,Crescente,HeapSort,0.040000
8,240000,Crescente,MergeSort,0.050000
8,240000,Crescente,QuickSort,0.024000
8,240000,Crescente,HeapSort,0.041000
9,240000,Crescente,MergeSort,0.052000
9,240000,Crescente,QuickSort,0.025000
9,240000,Crescente,HeapSort,0.050000
10,240000,Crescente,MergeSort,0.074000
10,240000,Crescente,QuickSort,0.026000
10,240000,Crescente,HeapSort,0.043000
1,240000,Decrescente,MergeSort,0.061000
1,240000,Decrescente,QuickSort,0.032000
1,240000,Decrescente,HeapSort,0.043000
2,240000,Decrescente,MergeSort,0.052000
2,240000,Decrescente,QuickSort,0.029000
2,240000,Decrescente,HeapSort,0.039000
3,240000,Decrescente,MergeSort,0.051000
3,240000,Decrescente,QuickSort,0.030000
3,240000,Decrescente,HeapSort,0.040000
4,240000,Decrescente,MergeSort,0.051000
4,240000,Decrescente,QuickSort,0.029000
4,240000,Decrescente,HeapSort,0.040000
5,240000,Decrescente,MergeSort,0.052000
5,240000,Decrescente,QuickSort,0.028000
5,240000,Decrescente,HeapSort,0.039000
6,240000,Decrescente,MergeSort,0.054000
6,240000,Decrescente,QuickSort,0.030000
6,240000,Decrescente,HeapSort,0.039000
7,240000,Decrescente,MergeSort,0.050000
7,240000,Decrescente,QuickSort,0.033000
7,240000,Decrescente,HeapSort,0.039000
8,240000,Decrescente,MergeSort,0.052000
8,240000,Decrescente,QuickSort,0.030000
8,240000,Decrescente,HeapSort,0.039000
9,240000,Decrescente,MergeSort,0.065000
9,240000,Decrescente,QuickSort,0.040000
9,240000,Decrescente,HeapSort,0.051000
10,240000,Decrescente,MergeSort,0.065000
10,240000,Decrescente,QuickSort,0.033000
10,240000,Decrescente,HeapSort,0.045000
1,250000,Aleatorio,MergeSort,0.081000
1,250000,Aleatorio,QuickSort,0.040000
1,250000,Aleatorio,HeapSort,0.057000
2,250000,Aleatorio,MergeSort,0.074000
2,250000,Aleatorio,QuickSort,0.040000
2,250000,Aleatorio,HeapSort,0.058000
3,250000,Aleatorio,MergeSort,0.076000
3,250000,Aleatorio,QuickSort,0.042000
3,250000,Aleatorio,HeapSort,0.057000
4,250000,Aleatorio,MergeSort,0.072000
4,250000,Aleatorio,QuickSort,0.041000
4,250000,Aleatorio,HeapSort,0.067000
5,250000,Aleatorio,MergeSort,0.090000
5,250000,Aleatorio,QuickSort,0.048000
5,250000,Aleatorio,HeapSort,0.066000
6,250000,Aleatorio,MergeSort,0.079000
6,250000,Aleatorio,QuickSort,0.042000
6,250000,Aleatorio,HeapSort,0.058000
7,250000,Aleatorio,MergeSort,0.074000
7,250000,Aleatorio,QuickSort,0.041000
7,250000,Aleatorio,HeapSort,0.057000
8,250000,Aleatorio,MergeSort,0.073000
8,250000,Aleatorio,QuickSort,0.041000
8,250000,Aleatorio,HeapSort,0.057000
9,250000,Aleatorio,MergeSort,0.078000
9,250000,Aleatorio,QuickSort,0.040000
9,250000,Aleatorio,HeapSort,0.058000
10,250000,Aleatorio,MergeSort,0.073000
10,250000,Aleatorio,QuickSort,0.040000
10,250000,Aleatorio,HeapSort,0.058000
1,250000,Crescente,MergeSort,0.055000
1,250000,Crescente,QuickSort,0.028000
1,250000,Crescente,HeapSort,0.045000
2,250000,Crescente,MergeSort,0.073000
2,250000,Crescente,QuickSort,0.030000
2,250000,Crescente,HeapSort,0.047000
3,250000,Crescente,MergeSort,0.060000
3,250000,Crescente,QuickSort,0.026000
3,250000,Crescente,HeapSort,0.045000
4,250000,Crescente,MergeSort,0.059000
4,250000,Crescente,QuickSort,0.026000
4,250000,Crescente,HeapSort,0.042000
5,250000,Crescente,MergeSort,0.056000
5,250000,Crescente,QuickSort,0.025000
5,250000,Crescente,HeapSort,0.046000
6,250000,Crescente,MergeSort,0.053000
6,250000,Crescente,QuickSort,0.026000
6,250000,Crescente,HeapSort,0.042000
7,250000,Crescente,MergeSort,0.054000
7,250000,Crescente,QuickSort,0.027000
7,250000,Crescente,HeapSort,0.042000
8,250000,Crescente,MergeSort,0.102000
8,250000,Crescente,QuickSort,0.036000
8,250000,Crescente,HeapSort,0.056000
9,250000,Crescente,MergeSort,0.065000
9,250000,Crescente,QuickSort,0.036000
9,250000,Crescente,HeapSort,0.044000
10,250000,Crescente,MergeSort,0.071000
10,250000,Crescente,QuickSort,0.026000
10,250000,Crescente,HeapSort,0.042000
1,250000,Decrescente,MergeSort,0.054000
1,250000,Decrescente,QuickSort,0.031000
1,250000,Decrescente,HeapSort,0.040000
2,250000,Decrescente,MergeSort,0.054000
2,250000,Decrescente,QuickSort,0.034000
2,250000,Decrescente,HeapSort,0.041000
3,250000,Decrescente,MergeSort,0.056000
3,250000,Decrescente,QuickSort,0.032000
3,250000,Decrescente,HeapSort,0.046000
4,250000,Decrescente,MergeSort,0.054000
4,250000,Decrescente,QuickSort,0.032000
4,250000,Decrescente,HeapSort,0.041000
5,250000,Decrescente,MergeSort,0.053000
5,250000,Decrescente,QuickSort,0.031000
5,250000,Decrescente,HeapSort,0.041000
6,250000,Decrescente,MergeSort,0.098000
6,250000,Decrescente,QuickSort,0.035000
6,250000,Decrescente,HeapSort,0.050000
7,250000,Decrescente,MergeSort,0.081000
7,250000,Decrescente,QuickSort,0.036000
7,250000,Decrescente,HeapSort,0.047000
8,250000,Decrescente,MergeSort,0.064000
8,250000,Decrescente,QuickSort,0.037000
8,250000,Decrescente,HeapSort,0.043000
9,250000,Decrescente,MergeSort,0.054000
9,250000,Decrescente,QuickSort,0.030000
9,250000,Decrescente,HeapSort,0.041000
10,250000,Decrescente,MergeSort,0.057000
10,250000,Decrescente,QuickSort,0.030000
10,250000,Decrescente,HeapSort,0.041000
